Id,SalePrice
1461,117603.34222545347
1462,151876.1108195582
1463,171931.38368431077
1464,193247.2052067821
1465,178877.3349672935
1466,163561.72207311675
1467,160591.61530537752
1468,157911.94542525854
1469,189655.97060153866
1470,119880.9731695553
1471,153827.72752604663
1472,98175.81105422549
1473,93758.65887019696
1474,133074.33858777944
1475,89733.48743515933
1476,353831.4469430134
1477,236464.05193567846
1478,300648.1419611256
1479,305487.5594512213
1480,427549.43832655565
1481,307622.90387723414
1482,202507.4448496416
1483,160460.24972209038
1484,162449.4559343193
1485,188436.73407663894
1486,189452.39332772407
1487,313604.8506453811
1488,224788.8500055594
1489,194969.63090652548
1490,233751.72404509987
1491,199098.56822078995
1492,84056.70561797131
1493,188859.78005321982
1494,277739.5188364378
1495,272272.6216515415
1496,223626.08514224045
1497,161493.22095502517
1498,172120.8604733406
1499,159489.31658675987
1500,161179.96423408255
1501,179560.79560346698
1502,144378.64777575101
1503,272628.5678096062
1504,234622.8323906518
1505,220396.60365213844
1506,182342.6957360484
1507,233877.4226487038
1508,190111.09916815028
1509,162510.05968737084
1510,151188.79071152303
1511,148548.16269759706
1512,153489.70776813227
1513,141013.10895099578
1514,153269.9839926997
1515,177657.32490287028
1516,148579.89226812945
1517,178261.48249755206
1518,118803.80641152663
1519,209481.75018656353
1520,123943.34156405827
1521,131540.25337103778
1522,171781.8456777634
1523,107973.82182222552
1524,104136.3581576586
1525,115236.42352288793
1526,102112.17228950362
1527,104976.01961018349
1528,129049.81161991076
1529,150512.35726976668
1530,193646.06718457863
1531,126336.87736585335
1532,89808.72387089179
1533,134405.1486728083
1534,117931.8086998089
1535,134688.8190871154
1536,98170.50398258184
1537,54207.477896952005
1538,134184.41331177816
1539,172143.52746640512
1540,101141.60108813585
1541,136737.46453501668
1542,134209.4823194206
1543,177019.61307585938
1544,78691.48041349655
1545,109244.32244457892
1546,136769.35317738412
1547,131924.9965369508
1548,132133.21968390612
1549,118163.42769924348
1550,136107.4337041739
1551,97900.76991782204
1552,138106.23839506356
1553,136932.3803488143
1554,109758.37860468047
1555,162599.99407421268
1556,96120.00137158809
1557,101790.53469798871
1558,101469.12784157047
1559,73452.32542112732
1560,131212.27531447413
1561,132951.289343961
1562,135314.23880892713
1563,120655.83002797287
1564,142346.07724231662
1565,152540.41079516138
1566,223436.62946042133
1567,72654.6098137566
1568,228440.1339835603
1569,141832.3425724205
1570,138138.71871589543
1571,98533.36835613579
1572,133253.5323793771
1573,243821.4757933091
