Id,SalePrice
1461,116920.58
1462,168658.5
1463,179968.16
1464,190611.72
1465,197212.47
1466,175219.3
1467,171532.52
1468,165793.61
1469,197442.53
1470,129909.625
1471,199780.3
1472,96691.305
1473,96377.2
1474,155783.44
1475,132783.88
1476,386594.97
1477,256172.5
1478,295507.38
1479,261444.69
1480,540791.44
1481,315768.9
1482,215563.06
1483,164447.1
1484,166319.08
1485,175545.25
1486,190492.2
1487,329696.88
1488,240324.67
1489,199304.5
1490,217961.9
1491,190960.61
1492,83455.91
1493,190903.94
1494,295788.97
1495,278956.97
1496,227605.34
1497,174703.44
1498,160554.3
1499,161968.42
1500,146053.8
1501,172270.77
1502,152067.4
1503,292136.84
1504,242931.56
1505,218768.39
1506,186273.98
1507,245364.14
1508,199466.64
1509,161428.86
1510,144535.48
1511,140371.42
1512,176321.36
1513,141452.19
1514,177048.75
1515,204760.95
1516,166072.23
1517,167767.73
1518,135781.97
1519,222490.25
1520,131814.34
1521,132707.58
1522,174491.77
1523,108100.33
1524,121217.82
1525,123576.125
1526,121624.17
1527,113281.836
1528,137403.02
1529,137898.14
1530,176996.45
1531,95621.54
1532,104816.6
1533,144352.64
1534,126592.8
1535,157750.28
1536,103507.71
1537,67507.24
1538,167367.38
1539,184277.16
1540,105359.56
1541,146476.8
1542,130869.96
1543,219662.62
1544,75686.32
1545,108383.516
1546,128560.74
1547,124257.945
1548,140810.6
1549,112849.46
1550,135363.97
1551,127609.875
1552,156727.62
1553,163072.95
1554,109011.63
1555,167445.3
1556,75241.51
1557,99425.36
1558,98058.82
1559,93208.34
1560,131100.36
1561,140759.83
1562,131332.52
1563,120595.17
1564,158534.52
1565,147182.4
1566,220388.67
1567,73730.375
1568,220898.66
1569,139905.06
1570,139307.19
1571,131382.23
1572,150523.53
1573,244923.89
1574,111077.055
1575,221059.3
1576,214227.77
1577,191575.81
1578,151464.56
1579,147128.42
1580,198185.06
1581,149738.92
1582,126575.695
1583,331223.16
1584,223707.72
1585,141142.28
1586,74797.36
1587,96727.27
1588,146177.17
1589,102485.375
1590,134087.22
1591,94872.68
1592,123015.695
1593,133805.94
1594,136295.19
1595,109979.13
1596,236020.88
1597,203546.0
1598,205155.56
1599,196714.48
1600,190600.27
1601,78600.86
1602,117773.414
1603,91576.05
1604,290068.2
1605,251917.58
1606,168392.16
1607,183732.25
1608,218997.89
1609,190579.42
1610,141740.33
1611,143535.86
1612,169733.75
1613,160320.75
1614,130563.84
1615,90383.305
1616,68330.0
1617,100586.11
1618,123923.016
1619,138516.83
1620,175505.55
1621,132958.81
1622,133189.38
1623,285012.7
1624,203082.44
1625,130133.47
1626,168663.75
1627,182860.75
1628,271540.84
1629,179967.83
1630,409922.16
1631,226019.4
1632,241932.0
1633,168695.7
