Id,SalePrice
1461,114022.12803472
1462,162173.12278133078
1463,183424.24511978225
1464,200105.50474110275
1465,185922.84462456047
1466,170446.2904925939
1467,179858.88583212404
1468,161262.20147314444
1469,194365.03977144614
1470,121755.11184135848
1471,187828.18331184908
1472,97503.91196708272
1473,95728.60624691886
1474,147220.12688637088
1475,113779.34833035112
1476,373755.8454647565
1477,256597.87665145172
1478,284008.4560254051
1479,273265.64522517397
1480,488350.3244756623
1481,323098.36216420075
1482,209774.3322856804
1483,175746.10718688444
1484,160103.94931121165
1485,185327.54467225488
1486,196022.1446640109
1487,322122.26129834086
1488,244540.196863178
1489,203517.03571141395
1490,237266.7713433554
1491,193497.3273081918
1492,89369.45340868436
1493,182935.8569087873
1494,286019.2436204756
1495,286124.1459288351
1496,232678.9563700833
1497,178923.24692460912
1498,163096.41635384443
1499,160732.25457464816
1500,154787.28763718944
1501,176501.72240921875
1502,139564.0742847447
1503,306360.9007977062
1504,239010.8692907849
1505,221358.90362543473
1506,189171.55606903916
1507,256001.79269238986
1508,205412.21525100525
1509,156025.8369305092
1510,143901.47769460717
1511,146948.74647447703
1512,178758.00376624463
1513,143860.02232495532
1514,155346.76617429245
1515,202244.78325749052
1516,156415.15703688725
1517,172364.83255316768
1518,131185.0308539314
1519,215888.44676695555
1520,127783.96664233725
1521,131275.47808014188
1522,177237.3924228346
1523,112246.96027367719
1524,125529.90385701925
1525,124260.17005787407
1526,113179.67779312498
1527,112856.5922708837
1528,142628.48017845632
1529,149000.42124806764
1530,191931.90974622985
1531,101554.74694260232
1532,98876.32461724358
1533,147469.5222857594
1534,126853.9554190539
1535,154275.43983998182
1536,111916.78633857792
1537,61022.247042693845
1538,150815.24858028413
1539,193549.72846488084
1540,95855.0360475908
1541,141426.0955894167
1542,141457.13940822767
1543,183939.52955301857
1544,85326.78101413499
1545,107890.52377448033
1546,129420.0059962807
1547,126960.86059332386
1548,134222.56125473234
1549,111416.12846745225
1550,126654.4632126261
1551,114215.06139353238
1552,140942.08186511928
1553,146370.70902769302
1554,115667.17320591194
1555,157594.93028553232
1556,82393.94969087154
1557,104810.87650587717
1558,96830.17191888184
1559,77388.91207313571
1560,128888.51549590562
1561,126260.53131738471
1562,127130.25502185656
1563,120753.90466707075
1564,160541.0714547227
1565,145613.97927789183
1566,243088.3381267208
1567,78519.12858819308
1568,228075.36142167987
1569,132878.07336499152
1570,142248.84891147877
1571,127900.82510451798
1572,147583.6794120872
1573,248610.11631250393
1574,122414.73835117876
1575,228916.40067363688
1576,238762.24223889087
1577,196382.71874478905
1578,146485.4819364559
1579,145306.47794388566
1580,192025.71861203748
1581,157774.05359345258
1582,124821.4725481699
1583,302687.15621229075
1584,219301.13930939892
1585,137351.8875195836
1586,72170.9590650693
1587,103709.3379976521
1588,160378.947890203
1589,100003.7618863688
1590,139088.0298149423
1591,96225.26891564738
1592,121290.57023963211
1593,124901.75057390967
1594,131573.91181950233
1595,100957.22770635187
1596,237809.02765413836
1597,202335.5775904756
1598,219249.09712184645
1599,174050.35123822594
1600,160963.3468379114
1601,69136.73838796356
1602,114691.01264562055
1603,93957.03152250055
1604,278934.4731557765
1605,246578.74813810448
1606,172858.23998791736
1607,171631.71206085556
1608,215746.23152893828
1609,191691.9403442328
1610,151052.1166083335
1611,139866.36872447806
1612,172659.9023369453
1613,167136.04232671054
1614,129970.17128876709
1615,93784.88642423459
1616,78574.84493403132
1617,97045.40080915795
1618,125532.63715218139
1619,139475.92219502392
1620,154690.19465712935
1621,138182.36563299675
1622,140788.96733667565
1623,272042.5596343536
1624,217280.72692516175
1625,116370.17751532546
1626,169639.01492007752
1627,190809.06499696904
