,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage/LotArea,GrLivArea/LotArea,YearBuiltSubtracted,YearRemodAddSubtracted,YrSoldSubtracted,CombinedBaths,LotAreaSquared,OverallQualSquared,OverallCondSquared,FullBathSquared,HalfBathSquared,CombinedBathsSquared,TotRmsAbvGrdSquared,LotFrontage/LotAreaSquared,GrLivArea/LotAreaSquared,YearBuiltSubtractedSquared,YearRemodAddSubtractedSquared,YrSoldSubtractedSquared,LotFrontageLogged,LotAreaLogged,OverallQualLogged,OverallCondLogged,YearBuiltLogged,YearRemodAddLogged,1stFlrSFLogged,GrLivAreaLogged,TotRmsAbvGrdLogged,MoSoldLogged,YrSoldLogged,LotFrontage/LotAreaLogged,GrLivArea/LotAreaLogged,YearBuiltSubtractedLogged,YearRemodAddSubtractedLogged,YrSoldSubtractedLogged,CombinedBathsLogged,LotAreaSquaredLogged,OverallQualSquaredLogged,OverallCondSquaredLogged,CombinedBathsSquaredLogged,TotRmsAbvGrdSquaredLogged,LotFrontage/LotAreaSquaredLogged,GrLivArea/LotAreaSquaredLogged,YearBuiltSubtractedSquaredLogged,YearRemodAddSubtractedSquaredLogged,YrSoldSubtractedSquaredLogged
0,1461,20,RH,80.0,11622,Pave,No Value,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,GasA,TA,Y,SBrkr,896,0,0,896,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Value,Attchd,1961.0,Unf,1.0,730.0,TA,TA,Y,140,0,0,0,120,0,No Value,MnPrv,No Value,0,6,2010,WD,Normal,0.006883496816382722,0.0770951643434865,0.017241379310344827,0.017241379310344827,0.1111111111111111,1.0,135070884,25,36,1,0,1.0,25,4.738252842115107e-05,0.005943664365149192,0.00029726516052318666,0.00029726516052318666,0.012345679012345678,1.9030899869919435,4.065280871102755,0.6989700043360189,0.7781512503836436,3.292477593667784,3.292477593667784,2.9523080096621253,2.9523080096621253,0.6989700043360189,0.7781512503836436,3.303196057420489,-2.162190884110811,-1.1129728614406291,-1.7634279935629373,-1.7634279935629373,-0.9542425094393249,0.0,8.13056174220551,1.3979400086720377,1.5563025007672873,0.0,1.3979400086720377,-4.324381768221622,-2.2259457228812582,-3.5268559871258747,-3.5268559871258747,-1.9084850188786497
1,1462,20,RL,81.0,14267,Pave,No Value,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,TA,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,Gd,6,Typ,0,No Value,Attchd,1958.0,Unf,1.0,312.0,TA,TA,Y,393,36,0,0,0,0,No Value,No Value,Gar2,12500,6,2010,WD,Normal,0.005677437443050396,0.09315202915819724,0.01639344262295082,0.01639344262295082,0.1111111111111111,1.5,203547289,36,36,1,1,2.25,36,3.223329591975062e-05,0.00867730053628963,0.0002687449610319807,0.0002687449610319807,0.012345679012345678,1.9084850188786497,4.1543326612423055,0.7781512503836436,0.7781512503836436,3.291812687467119,3.291812687467119,3.123524980942732,3.123524980942732,0.7781512503836436,0.7781512503836436,3.303196057420489,-2.2458476423636555,-1.0308076802995731,-1.785329835010767,-1.785329835010767,-0.9542425094393249,0.17609125905568124,8.308665322484611,1.5563025007672873,1.5563025007672873,0.3521825181113625,1.5563025007672873,-4.491695284727311,-2.0616153605991463,-3.570659670021534,-3.570659670021534,-1.9084850188786497
2,1463,60,RL,74.0,13830,Pave,No Value,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,791.0,Unf,0.0,137.0,928.0,GasA,Gd,Y,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1997.0,Fin,2.0,482.0,TA,TA,Y,212,34,0,0,0,0,No Value,MnPrv,No Value,0,3,2010,WD,Normal,0.005350686912509038,0.11778741865509762,0.045454545454545456,0.047619047619047616,0.1111111111111111,2.5,191268900,25,25,4,1,6.25,36,2.8629850435695505e-05,0.013873875993431239,0.002066115702479339,0.0022675736961451243,0.012345679012345678,1.8692317197309762,4.140822180109311,0.6989700043360189,0.6989700043360189,3.3003780648707024,3.3005954838899636,2.967547976218862,3.2119210843085093,0.7781512503836436,0.47712125471966244,3.303196057420489,-2.2715904603783343,-0.9289010958008012,-1.3424226808222062,-1.3222192947339193,-0.9542425094393249,0.3979400086720376,8.281644360218621,1.3979400086720377,1.3979400086720377,0.7958800173440752,1.5563025007672873,-4.543180920756669,-1.8578021916016023,-2.6848453616444123,-2.6444385894678386,-1.9084850188786497
3,1464,60,RL,78.0,9978,Pave,No Value,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.0,TA,TA,PConc,TA,TA,No,GLQ,602.0,Unf,0.0,324.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1998.0,Fin,2.0,470.0,TA,TA,Y,360,36,0,0,0,0,No Value,No Value,No Value,0,6,2010,WD,Normal,0.007817197835237523,0.16075365804770494,0.047619047619047616,0.047619047619047616,0.1111111111111111,2.5,99560484,36,36,4,1,6.25,49,6.110858199524221e-05,0.02584173857571845,0.0022675736961451243,0.0022675736961451243,0.012345679012345678,1.8920946026904804,3.9990434996031627,0.7781512503836436,0.7781512503836436,3.3005954838899636,3.3005954838899636,2.966610986681934,3.2052043639481447,0.8450980400142568,0.7781512503836436,3.303196057420489,-2.1069488969126824,-0.7938391356550182,-1.3222192947339193,-1.3222192947339193,-0.9542425094393249,0.3979400086720376,7.9980869992063255,1.5563025007672873,1.5563025007672873,0.7958800173440752,1.6901960800285136,-4.213897793825365,-1.5876782713100364,-2.6444385894678386,-2.6444385894678386,-1.9084850188786497
4,1465,120,RL,43.0,5005,Pave,No Value,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,GasA,Ex,Y,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,Gd,5,Typ,0,No Value,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0,82,0,0,144,0,No Value,No Value,No Value,0,1,2010,WD,Normal,0.008591408591408592,0.25574425574425574,0.037037037037037035,0.037037037037037035,0.1111111111111111,2.0,25050025,64,25,4,0,4.0,25,7.381230158452937e-05,0.06540512434618329,0.0013717421124828531,0.0013717421124828531,0.012345679012345678,1.6334684555795864,3.6994040818153375,0.9030899869919435,0.6989700043360189,3.29928933408768,3.29928933408768,3.1072099696478683,3.1072099696478683,0.6989700043360189,0.0,3.303196057420489,-2.065935626235751,-0.5921941121674691,-1.4313637641589874,-1.4313637641589874,-0.9542425094393249,0.3010299956639812,7.398808163630675,1.806179973983887,1.3979400086720377,0.6020599913279624,1.3979400086720377,-4.131871252471502,-1.1843882243349382,-2.8627275283179747,-2.8627275283179747,-1.9084850188786497
5,1466,60,RL,75.0,10000,Pave,No Value,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,763.0,763.0,GasA,Gd,Y,SBrkr,763,892,0,1655,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,Fin,2.0,440.0,TA,TA,Y,157,84,0,0,0,0,No Value,No Value,No Value,0,4,2010,WD,Normal,0.0075,0.1655,0.038461538461538464,0.04,0.1111111111111111,2.5,100000000,36,25,4,1,6.25,49,5.625e-05,0.02739025,0.0014792899408284025,0.0016,0.012345679012345678,1.8750612633917,4.0,0.7781512503836436,0.6989700043360189,3.2995072987004876,3.2997251539756367,2.8825245379548803,3.2187979981117376,0.8450980400142568,0.6020599913279624,3.303196057420489,-2.1249387366083,-0.7812020018882624,-1.414973347970818,-1.3979400086720375,-0.9542425094393249,0.3979400086720376,8.0,1.5563025007672873,1.3979400086720377,0.7958800173440752,1.6901960800285136,-4.2498774732166,-1.562404003776525,-2.829946695941636,-2.795880017344075,-1.9084850188786497
6,1467,20,RL,63.0,7980,Pave,No Value,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,TA,6,Typ,0,No Value,Attchd,1992.0,Fin,2.0,420.0,TA,TA,Y,483,21,0,0,0,0,No Value,GdPrv,Shed,500,3,2010,WD,Normal,0.007894736842105263,0.1487468671679198,0.037037037037037035,0.08333333333333333,0.1111111111111111,2.0,63680400,36,49,4,0,4.0,36,6.232686980609419e-05,0.022125630492270777,0.0013717421124828531,0.006944444444444444,0.012345679012345678,1.7993405494535817,3.9020028913507296,0.7781512503836436,0.8450980400142568,3.29928933408768,3.3025473724874854,3.074450718954591,3.074450718954591,0.7781512503836436,0.47712125471966244,3.303196057420489,-2.1026623418971475,-0.8275521723961382,-1.4313637641589874,-1.0791812460476249,-0.9542425094393249,0.3010299956639812,7.804005782701459,1.5563025007672873,1.6901960800285136,0.6020599913279624,1.5563025007672873,-4.205324683794295,-1.6551043447922764,-2.8627275283179747,-2.1583624920952498,-1.9084850188786497
7,1468,60,RL,63.0,8402,Pave,No Value,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1998.0,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,No Value,No Value,No Value,0,5,2010,WD,Normal,0.007498214710783147,0.17436324684598906,0.047619047619047616,0.047619047619047616,0.1111111111111111,2.5,70593604,36,25,4,1,6.25,49,5.6223223849004796e-05,0.030402541850675313,0.0022675736961451243,0.0022675736961451243,0.012345679012345678,1.7993405494535817,3.924382677201973,0.7781512503836436,0.6989700043360189,3.3005954838899636,3.3005954838899636,2.89707700320942,3.1658376246901283,0.8450980400142568,0.6989700043360189,3.303196057420489,-2.1250421277483915,-0.7585450525118449,-1.3222192947339193,-1.3222192947339193,-0.9542425094393249,0.3979400086720376,7.848765354403946,1.5563025007672873,1.3979400086720377,0.7958800173440752,1.6901960800285136,-4.250084255496783,-1.5170901050236898,-2.6444385894678386,-2.6444385894678386,-1.9084850188786497
8,1469,20,RL,85.0,10176,Pave,No Value,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990.0,Unf,2.0,506.0,TA,TA,Y,192,0,0,0,0,0,No Value,No Value,No Value,0,2,2010,WD,Normal,0.008352987421383648,0.1317806603773585,0.034482758620689655,0.034482758620689655,0.1111111111111111,1.5,103550976,49,25,1,1,2.25,25,6.977239886179344e-05,0.017366142449492705,0.0011890606420927466,0.0011890606420927466,0.012345679012345678,1.9294189257142926,4.007577098304338,0.8450980400142568,0.6989700043360189,3.298853076409707,3.298853076409707,3.127428777851599,3.127428777851599,0.6989700043360189,0.3010299956639812,3.303196057420489,-2.078158172590046,-0.8801483204527397,-1.462397997898956,-1.462397997898956,-0.9542425094393249,0.17609125905568124,8.015154196608677,1.6901960800285136,1.3979400086720377,0.3521825181113625,1.3979400086720377,-4.156316345180092,-1.7602966409054794,-2.924795995797912,-2.924795995797912,-1.9084850188786497
9,1470,20,RL,70.0,8400,Pave,No Value,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,804.0,Rec,78.0,0.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,1.0,0.0,1,0,2,1,TA,4,Typ,0,No Value,Attchd,1970.0,Fin,2.0,525.0,TA,TA,Y,240,0,0,0,0,0,No Value,MnPrv,No Value,0,4,2010,WD,Normal,0.008333333333333333,0.105,0.02040816326530612,0.02040816326530612,0.1111111111111111,1.0,70560000,16,25,1,0,1.0,16,6.944444444444444e-05,0.011024999999999998,0.00041649312786339016,0.00041649312786339016,0.012345679012345678,1.845098040014257,3.9242792860618816,0.6020599913279624,0.6989700043360189,3.294466226161593,3.294466226161593,2.94546858513182,2.94546858513182,0.6020599913279624,0.6020599913279624,3.303196057420489,-2.0791812460476247,-0.978810700930062,-1.6901960800285136,-1.6901960800285136,-0.9542425094393249,0.0,7.848558572123763,1.2041199826559248,1.3979400086720377,0.0,1.2041199826559248,-4.158362492095249,-1.957621401860124,-3.3803921600570273,-3.3803921600570273,-1.9084850188786497
